x y u v
0.08333333333333333 0.08333333333333333 0.26099538803100586 -0.33738428354263306
0.08333333333333333 0.16666666666666666 0.21643519401550293 -0.6134259700775146
0.08333333333333333 0.25 0.171875 -0.828125
0.08333333333333333 0.3333333333333333 0.12731483578681946 -0.9814815521240234
0.08333333333333333 0.41666666666666663 0.08275462687015533 -1.0734952688217163
0.08333333333333333 0.5 0.0381944477558136 -1.1041666269302368
0.08333333333333333 0.5833333333333333 -0.006365731358528137 -1.0734953880310059
0.08333333333333333 0.6666666666666666 -0.050925932824611664 -0.9814814925193787
0.08333333333333333 0.75 -0.095486119389534 -0.828125
0.08333333333333333 0.8333333333333333 -0.14004629850387573 -0.6134259700775146
0.08333333333333333 0.9166666666666666 -0.18460647761821747 -0.33738428354263306
0.16666666666666666 0.08333333333333333 0.47453707456588745 -0.2928240895271301
0.16666666666666666 0.16666666666666666 0.3935185372829437 -0.5324074029922485
0.16666666666666666 0.25 0.3125 -0.71875
0.16666666666666666 0.3333333333333333 0.23148149251937866 -0.8518518805503845
0.16666666666666666 0.41666666666666663 0.15046295523643494 -0.9317129850387573
0.16666666666666666 0.5 0.0694444477558136 -0.9583333134651184
0.16666666666666666 0.5833333333333333 -0.011574074625968933 -0.9317129254341125
0.16666666666666666 0.6666666666666666 -0.09259259700775146 -0.8518518805503845
0.16666666666666666 0.75 -0.1736111044883728 -0.71875
0.16666666666666666 0.8333333333333333 -0.25462961196899414 -0.5324074029922485
0.16666666666666666 0.9166666666666666 -0.33564814925193787 -0.2928241789340973
0.25 0.08333333333333333 0.640625 -0.248263880610466
0.25 0.16666666666666666 0.53125 -0.4513889253139496
0.25 0.25 0.421875 -0.609375
0.25 0.3333333333333333 0.3125 -0.7222222685813904
0.25 0.41666666666666663 0.203125 -0.7899305820465088
0.25 0.5 0.09375 -0.8125
0.25 0.5833333333333333 -0.015625007450580597 -0.789930522441864
0.25 0.6666666666666666 -0.1249999925494194 -0.7222222685813904
0.25 0.75 -0.234375 -0.609375
0.25 0.8333333333333333 -0.3437499701976776 -0.451388955116272
0.25 0.9166666666666666 -0.4531250298023224 -0.24826382100582123
0.3333333333333333 0.08333333333333333 0.7592593431472778 -0.20370373129844666
0.3333333333333333 0.16666666666666666 0.6296296715736389 -0.37037038803100586
0.3333333333333333 0.25 0.5 -0.5
0.3333333333333333 0.3333333333333333 0.37037038803100586 -0.5925926566123962
0.3333333333333333 0.41666666666666663 0.24074074625968933 -0.6481481194496155
0.3333333333333333 0.5 0.111111119389534 -0.6666666865348816
0.3333333333333333 0.5833333333333333 -0.018518518656492233 -0.6481481790542603
0.3333333333333333 0.6666666666666666 -0.14814816415309906 -0.5925925970077515
0.3333333333333333 0.75 -0.2777777910232544 -0.5
0.3333333333333333 0.8333333333333333 -0.40740740299224854 -0.3703703284263611
0.3333333333333333 0.9166666666666666 -0.5370370745658875 -0.2037036418914795
0.41666666666666663 0.08333333333333333 0.8304398059844971 -0.15914352238178253
0.41666666666666663 0.16666666666666666 0.6886573433876038 -0.28935185074806213
0.41666666666666663 0.25 0.546875 -0.390625
0.41666666666666663 0.3333333333333333 0.4050925672054291 -0.46296295523643494
0.41666666666666663 0.41666666666666663 0.26331016421318054 -0.5063657164573669
0.41666666666666663 0.5 0.1215277686715126 -0.5208333134651184
0.41666666666666663 0.5833333333333333 -0.020254645496606827 -0.5063657164573669
0.41666666666666663 0.6666666666666666 -0.16203702986240387 -0.46296295523643494
0.41666666666666663 0.75 -0.3038194477558136 -0.390625
0.41666666666666663 0.8333333333333333 -0.44560182094573975 -0.2893518805503845
0.41666666666666663 0.9166666666666666 -0.5873842835426331 -0.15914352238178253
0.5 0.08333333333333333 0.8541666865348816 -0.1145833358168602
0.5 0.16666666666666666 0.7083333134651184 -0.2083333432674408
0.5 0.25 0.5625 -0.28125
0.5 0.3333333333333333 0.4166666865348816 -0.3333333432674408
0.5 0.41666666666666663 0.2708333134651184 -0.3645833134651184
0.5 0.5 0.125 -0.375
0.5 0.5833333333333333 -0.0208333358168602 -0.3645833134651184
0.5 0.6666666666666666 -0.1666666567325592 -0.3333333432674408
0.5 0.75 -0.3125 -0.28125
0.5 0.8333333333333333 -0.4583333134651184 -0.2083333283662796
0.5 0.9166666666666666 -0.6041666865348816 -0.1145833358168602
0.5833333333333333 0.08333333333333333 0.8304398059844971 -0.07002314925193787
0.5833333333333333 0.16666666666666666 0.6886574029922485 -0.12731482088565826
0.5833333333333333 0.25 0.546875 -0.171875
0.5833333333333333 0.3333333333333333 0.40509259700775146 -0.20370373129844666
0.5833333333333333 0.41666666666666663 0.26331016421318054 -0.22280091047286987
0.5833333333333333 0.5 0.1215277686715126 -0.2291666567325592
0.5833333333333333 0.5833333333333333 -0.020254604518413544 -0.22280094027519226
0.5833333333333333 0.6666666666666666 -0.16203704476356506 -0.20370370149612427
0.5833333333333333 0.75 -0.3038194179534912 -0.1718750149011612
0.5833333333333333 0.8333333333333333 -0.44560179114341736 -0.12731479108333588
0.5833333333333333 0.9166666666666666 -0.5873842835426331 -0.07002314180135727
0.6666666666666666 0.08333333333333333 0.7592593431472778 -0.025462966412305832
0.6666666666666666 0.16666666666666666 0.6296296119689941 -0.04629629850387573
0.6666666666666666 0.25 0.5 -0.0625
0.6666666666666666 0.3333333333333333 0.37037038803100586 -0.07407408207654953
0.6666666666666666 0.41666666666666663 0.24074074625968933 -0.08101851493120193
0.6666666666666666 0.5 0.111111119389534 -0.0833333358168602
0.6666666666666666 0.5833333333333333 -0.018518507480621338 -0.08101852238178253
0.6666666666666666 0.6666666666666666 -0.14814814925193787 -0.07407408207654953
0.6666666666666666 0.75 -0.2777777910232544 -0.0625
0.6666666666666666 0.8333333333333333 -0.40740737318992615 -0.04629629850387573
0.6666666666666666 0.9166666666666666 -0.5370370745658875 -0.025462964549660683
0.75 0.08333333333333333 0.640625 0.0190972238779068
0.75 0.16666666666666666 0.53125 0.0347222238779068
0.75 0.25 0.421875 0.046875
0.75 0.3333333333333333 0.3125 0.055555559694767
0.75 0.41666666666666663 0.2031249850988388 0.0607638843357563
0.75 0.5 0.09375 0.0625
0.75 0.5833333333333333 -0.015624985098838806 0.060763880610466
0.75 0.6666666666666666 -0.1250000149011612 0.0555555634200573
0.75 0.75 -0.234375 0.046875
0.75 0.8333333333333333 -0.3437499701976776 0.034722212702035904
0.75 0.9166666666666666 -0.4531250596046448 0.019097231328487396
0.8333333333333333 0.08333333333333333 0.47453710436820984 0.06365740299224854
0.8333333333333333 0.16666666666666666 0.39351850748062134 0.11574073880910873
0.8333333333333333 0.25 0.3125 0.15625
0.8333333333333333 0.3333333333333333 0.23148149251937866 0.18518517911434174
0.8333333333333333 0.41666666666666663 0.15046297013759613 0.20254626870155334
0.8333333333333333 0.5 0.0694444477558136 0.2083333134651184
0.8333333333333333 0.5833333333333333 -0.011574079282581806 0.20254628360271454
0.8333333333333333 0.6666666666666666 -0.09259258210659027 0.18518516421318054
0.8333333333333333 0.75 -0.1736110895872116 0.1562499701976776
0.8333333333333333 0.8333333333333333 -0.25462961196899414 0.11574074625968933
0.8333333333333333 0.9166666666666666 -0.33564820885658264 0.06365741044282913
0.9166666666666666 0.08333333333333333 0.26099541783332825 0.10821759700775146
